ID_Candidato,Nombre,Año,Agrupacion,Categoria,Cargo,Electo
BASILE JOSE LUIS,"BASILE, JOSE LUIS",2010,Mas San Lorenzo,Asamblea,29,NO
BASILE JOSE LUIS,"BASILE, JOSE LUIS",2007,Progreso Azulgrana,Asamblea,5,SI
BLOISE GENEROSO LEONARDO,"BLOISE, GENEROSO LEONARDO",2010,Vamos San Lorenzo,Asamblea,30,SI
ALBERTO JOSE RODRIGUEZ,"RODRIGUEZ, ALBERTO JOSE",2010,Boedo en Accion,Asamblea,30,NO
ANTONIO DANTE GUTIERREZ MONACO,"GUTIERREZ MONACO, DANTE ANTONIO",2010,Nuevo San Lorenzo,Asamblea,30,NO
DAVERIO JORGE LUIS,"DAVERIO, LUIS JORGE",2010,Grandeza Azulgrana,Asamblea,30,NO
DAMIAN LOPEZ RICARDO,"LOPEZ, RICARDO DAMIAN",2010,Cruzada por San Lorenzo,Asamblea,31,NO
HERNAN LIONEL NEGRELLO,"NEGRELLO, LIONEL HERNAN",2010,Boedo en Accion,Asamblea,31,NO
CARLOS IGNACIO NOLAZCO,"NOLAZCO, IGNACIO CARLOS",2010,Vamos San Lorenzo,Asamblea,32,SI
RAUL ROBERTO TROIANI,"TROIANI, ROBERTO RAUL",2010,Boedo en Accion,Asamblea,32,NO
ERNESTO JORGE TOMASELLI,"TOMASELLI, JORGE ERNESTO",2010,Nuevo San Lorenzo,Asamblea,32,NO
ERNESTO JORGE TOMASELLI,"TOMASELLI, JORGE ERNESTO",2007,Unidos por San Lorenzo,Asamblea,36,SI
ADRIAN NORBERTO PORCO,"PORCO, ADRIAN NORBERTO",2010,Mas San Lorenzo,Asamblea,32,NO
ALBERTO DURAN FEDERICO,"DURAN, FEDERICO ALBERTO",2010,Vamos San Lorenzo,Asamblea,33,SI
BATLLE GONZALO PABLO SANCHEZ,"BATLLE SANCHEZ, PABLO GONZALO",2010,Boedo en Accion,Asamblea,33,NO
ALBERTO GONTINAS GUSTAVO,"GONTIÑAS, GUSTAVO ALBERTO",2010,Grandeza Azulgrana,Asamblea,33,NO
ANTONIO BULANIKIAN LEANDRO,"BULANIKIAN, LEANDRO ANTONIO",2010,Mas San Lorenzo,Asamblea,33,NO
ANTONIO BULANIKIAN LEANDRO,"BULANIKIAN, LEANDRO ANTONIO",2016,Volver a San Lorenzo,Comisión Directiva,,NO
ANTONIO BULANIKIAN LEANDRO,"BULANIKIAN, LEANDRO ANTONIO",2013,Volver a San Lorenzo,Comisión Directiva,,NO
DI DOMINGO LORENZO,"DI LORENZO, DOMINGO",2010,Vamos San Lorenzo,Asamblea,34,SI
DI DOMINGO LORENZO,"DI LORENZO, DOMINGO",2004,Dignidad por San Lorenzo,Asamblea,4,SI
ARIEL FIGUEIRAS MAXIMILIANO,"FIGUEIRAS, ARIEL MAXIMILIANO",2010,Cruzada por San Lorenzo,Asamblea,34,NO
GABRIEL LUZZANI RICARDO,"LUZZANI, GABRIEL RICARDO",2010,Boedo en Accion,Asamblea,34,NO
GARCIA JOSE RAMON,"GARCIA, JOSE RAMON",2010,Nuevo San Lorenzo,Asamblea,34,NO
JAVIER LOPEZ RODRIGO,"LOPEZ, RODRIGO JAVIER",2010,Grandeza Azulgrana,Asamblea,34,NO
ALBERTO CARLOS LAPELOSA,"LAPELOSA, CARLOS ALBERTO",2010,Vamos San Lorenzo,Asamblea,35,SI
CARIA DE JOSE SANDRO,"DE CARIA, JOSE SANDRO",2010,Cruzada por San Lorenzo,Asamblea,35,NO
ARTURO CARLOS GANDARA,"GANDARA, CARLOS ARTURO",2010,Boedo en Accion,Asamblea,35,NO
CALVIELLO GRIMAL JUAN MARCOS OSCAR,"CALVIELLO GRIMAL, JUAN MARCOS OSCAR",2010,Grandeza Azulgrana,Asamblea,35,NO
CARLOS PIRONI ROMEO,"PIRONI, CARLOS ROMEO",2010,Mas San Lorenzo,Asamblea,35,NO
BIANCO GERMAN LEONARDO,"BIANCO, LEONARDO GERMAN",2010,Vamos San Lorenzo,Asamblea,36,SI
ADRIAN GABRIEL LOSADA MOREIRAS,"MOREIRAS LOSADA, GABRIEL ADRIAN",2010,Boedo en Accion,Asamblea,36,NO
MARCELO MASTROSIMONE MIGUEL,"MASTROSIMONE, MIGUEL MARCELO",2010,Nuevo San Lorenzo,Asamblea,36,NO
MARCELO MASTROSIMONE MIGUEL,"MASTROSIMONE, MIGUEL MARCELO",2025,Revolucion Azulgrana,Comisión Directiva,,NO
MARCELO MASTROSIMONE MIGUEL,"MASTROSIMONE, MIGUEL MARCELO",2023,San Lorenzo Querido,Comisión Directiva,,NO
MARCELO MASTROSIMONE MIGUEL,"MASTROSIMONE, MIGUEL MARCELO",2019,San Lorenzo Siglo XXI,Comisión Directiva,,SI
MARCELO MASTROSIMONE MIGUEL,"MASTROSIMONE, MIGUEL MARCELO",2016,San Lorenzo Siglo XXI,Comisión Directiva,,SI
MARCELO MASTROSIMONE MIGUEL,"MASTROSIMONE, MIGUEL MARCELO",2013,San Lorenzo Siglo XXI,Comisión Directiva,,SI
MARCELO MASTROSIMONE MIGUEL,"MASTROSIMONE, MIGUEL MARCELO",2012 (EXTRAORDINARIA),San Lorenzo Siglo XXI,Comisión Directiva,,SI
MARCELO MASTROSIMONE MIGUEL,"MASTROSIMONE, MIGUEL MARCELO",2012 (ASAMBLEA),Transitoria,Comisión Directiva,,SI
AUGUSTO CESAR DEYMONNAZ,"DEYMONNAZ, CESAR AUGUSTO",2010,Cruzada por San Lorenzo,Asamblea,37,NO
CARLOS JUAN SERRANO,"SERRANO, JUAN CARLOS",2010,Boedo en Accion,Asamblea,37,NO
EDUARDO NORBERTO SOARES,"SOARES, NORBERTO EDUARDO",2010,Nuevo San Lorenzo,Asamblea,37,NO
EDUARDO NORBERTO SOARES,"SOARES, NORBERTO EDUARDO",2007,Unidos por San Lorenzo,Asamblea,35,SI
FERNANDO GAMBACCINI,"GAMBACCINI, FERNANDO",2010,Grandeza Azulgrana,Asamblea,37,NO
MARZANO NORBERTO PABLO,"MARZANO, NORBERTO PABLO",2010,Mas San Lorenzo,Asamblea,37,NO
DAMIAN GUSTAVO MARINI,"MARINI, DAMIAN GUSTAVO",2010,Boedo en Accion,Asamblea,38,NO
CORNELIO DAMIAN PABLO,"CORNELIO, PABLO DAMIAN",2010,Grandeza Azulgrana,Asamblea,38,NO
MARCELO MARIOSA WALTER,"MARIOSA, MARCELO WALTER",2010,Mas San Lorenzo,Asamblea,38,NO
GONZALEZ HUMBERTO SALVADOR,"GONZALEZ, HUMBERTO SALVADOR",2010,Cruzada por San Lorenzo,Asamblea,39,NO
ALBERTO GUILLERMO PANUCCIO,"PANUCCIO, GUILLERMO ALBERTO",2010,Boedo en Accion,Asamblea,39,NO
HUGO LEONI NORBERTO,"LEONI, NORBERTO HUGO",2010,Nuevo San Lorenzo,Asamblea,39,NO
MOLTENI NILDA,"MOLTENI, NILDA",2010,Mas San Lorenzo,Asamblea,39,NO
ALEJANDRA MARIA MARTINEZ,"MARTINEZ, MARIA ALEJANDRA",2010,Vamos San Lorenzo,Asamblea,40,NO
ALEJANDRA MARIA MARTINEZ,"MARTINEZ, MARIA ALEJANDRA",2004,Dignidad por San Lorenzo,Comisión Directiva,,NO
GUSTAVO JORGE KRAPRIDIAN,"KRAPRIDIAN, GUSTAVO JORGE",2010,Cruzada por San Lorenzo,Asamblea,40,NO
GERON OMAR RUBEN,"GERON, RUBEN OMAR",2010,Boedo en Accion,Asamblea,40,NO
ARIEL FERNANDO MATTIA,"MATTIA, FERNANDO ARIEL",2010,Grandeza Azulgrana,Asamblea,40,NO
GEBRUERS MARIANO NESTOR,"GEBRUERS, NESTOR MARIANO",2010,Mas San Lorenzo,Asamblea,40,NO
JOSE MONEA,"MONEA, JOSE",2010,Vamos San Lorenzo,Asamblea,41,NO
JOSE MONEA,"MONEA, JOSE",2004,San Lorenzo para Todos,Comisión Directiva,,NO
ARIZA LIDIA OLGA,"ARIZA, OLGA LIDIA",2010,Boedo en Accion,Asamblea,41,NO
MIGUEL SIANO SILVIO,"SIANO, SILVIO MIGUEL",2010,Nuevo San Lorenzo,Asamblea,41,NO
MIGUEL SIANO SILVIO,"SIANO, SILVIO MIGUEL",2007,Unidos por San Lorenzo,Asamblea,29,SI
DIAZ ESTER HILDA,"DIAZ, HILDA ESTER",2010,Grandeza Azulgrana,Asamblea,41,NO
BENNARDIS OSCAR SERGIO,"BENNARDIS, SERGIO OSCAR",2010,Mas San Lorenzo,Asamblea,41,NO
ANGEL MARQUEZ OSVALDO,"MARQUEZ, ANGEL OSVALDO",2010,Vamos San Lorenzo,Asamblea,42,NO
ALANIZ AMBROSIO EDGARDO,"ALANIZ, EDGARDO AMBROSIO",2010,Cruzada por San Lorenzo,Asamblea,42,NO
CARLOS FRANCISCO MARELLO,"MARELLO, CARLOS FRANCISCO",2010,Boedo en Accion,Asamblea,42,NO
ALBERTO SODANO,"SODANO, ALBERTO",2010,Nuevo San Lorenzo,Asamblea,42,NO
D DE JUANA MARAGO URZO,"MARAGO DE D URZO, JUANA",2010,Grandeza Azulgrana,Asamblea,42,NO
FABIAN LLERENA MARCELO,"LLERENA, FABIAN MARCELO",2010,Mas San Lorenzo,Asamblea,42,NO
HERNANDO MARIO ZIROLLI,"ZIROLLI, MARIO HERNANDO",2010,Vamos San Lorenzo,Asamblea,43,NO
ANTONIO FERNANDEZ LUIS,"FERNANDEZ, LUIS ANTONIO",2010,Boedo en Accion,Asamblea,43,NO
RODOLFO SILVA,"SILVA, RODOLFO",2010,Grandeza Azulgrana,Asamblea,43,NO
GUIDO MARTIN OLIVETTO,"OLIVETTO, GUIDO MARTIN",2010,Mas San Lorenzo,Asamblea,43,NO
ALBERTO FRACHIA JOSE,"FRACHIA, JOSE ALBERTO",2010,Vamos San Lorenzo,Asamblea,44,NO
LORENZO LUIS SERGIO,"LORENZO, SERGIO LUIS",2010,Cruzada por San Lorenzo,Asamblea,44,NO
ELICES FERNANDO HERNAN SOTO,"SOTO ELICES, FERNANDO HERNAN",2010,Boedo en Accion,Asamblea,44,NO
BALCARCE EDUARDO JESUS OYHANART RAUL,"OYHANART BALCARCE, RAUL EDUARDO JESUS",2010,Nuevo San Lorenzo,Asamblea,44,NO
DI GUSTAVO MECO RAFAEL,"DI MECO, RAFAEL GUSTAVO",2010,Grandeza Azulgrana,Asamblea,44,NO
JUAN MATIAS REY,"REY, MATIAS JUAN",2010,Mas San Lorenzo,Asamblea,44,NO
DOMINGO JOSE MORICONI,"MORICONI, DOMINGO JOSE",2010,Cruzada por San Lorenzo,Asamblea,45,NO
DANIEL ORLANDO SEBASTIAN,"ORLANDO, DANIEL SEBASTIAN",2010,Boedo en Accion,Asamblea,45,NO
D PABLO URZO,"D URZO, PABLO",2010,Grandeza Azulgrana,Asamblea,45,NO
ESPINOSA FERNANDO,"ESPINOSA, FERNANDO",2010,Mas San Lorenzo,Asamblea,45,NO
HECTOR MENDOZI VICENTE,"MENDOZI, VICENTE HECTOR",2010,Vamos San Lorenzo,Asamblea,46,NO
CARLOS MUNIZ VICTOR,"MUÑIZ, VICTOR CARLOS",2010,Cruzada por San Lorenzo,Asamblea,46,NO
CAVALLO DAMIAN ESTEBAN,"CAVALLO, ESTEBAN DAMIAN",2010,Boedo en Accion,Asamblea,46,NO
FRANCISCO RANIELI,"RANIELI, FRANCISCO",2010,Nuevo San Lorenzo,Asamblea,46,NO
ALBERTO CARLOS RUSSO,"RUSSO, CARLOS ALBERTO",2010,Grandeza Azulgrana,Asamblea,46,NO
EDUARDO HERNAN TOMASSI,"TOMASSI, EDUARDO HERNAN",2010,Mas San Lorenzo,Asamblea,46,NO
DIEGO PABLO SOLLA,"SOLLA, PABLO DIEGO",2010,Vamos San Lorenzo,Asamblea,47,NO
CARMEN DEL MARIA PEREZ RAMOS,"RAMOS PEREZ, MARIA DEL CARMEN",2010,Cruzada por San Lorenzo,Asamblea,47,NO
FERNANDEZ MARCELO RODOLFO,"FERNANDEZ, RODOLFO MARCELO",2010,Boedo en Accion,Asamblea,47,NO
ACCAME IGNACIO JUAN,"ACCAME, JUAN IGNACIO",2010,Nuevo San Lorenzo,Asamblea,47,NO
ARIEL LEONARDO MATIAS,"MATIAS, LEONARDO ARIEL",2010,Grandeza Azulgrana,Asamblea,47,NO
FERNANDO GARCIA JORGE,"GARCIA, JORGE FERNANDO",2010,Vamos San Lorenzo,Asamblea,48,NO
LODIGIANI NOEMI NORMA,"LODIGIANI, NOEMI NORMA",2010,Boedo en Accion,Asamblea,48,NO
ELIZABETH MARIA SUSANA ZOPPI,"ZOPPI, MARIA ELIZABETH SUSANA",2010,Nuevo San Lorenzo,Asamblea,48,NO
CARLOS GANINO PASCUAL,"GANINO, CARLOS PASCUAL",2010,Grandeza Azulgrana,Asamblea,48,NO
HUGO JORGE OLIVETTO,"OLIVETTO, JORGE HUGO",2010,Mas San Lorenzo,Asamblea,48,NO
ALTOBELLI JORGE MANUEL,"ALTOBELLI, JORGE MANUEL",2010,Vamos San Lorenzo,Asamblea,49,NO
LUIS MARIANO VIALE,"VIALE, MARIANO LUIS",2010,Boedo en Accion,Asamblea,49,NO
ALBERTO ANTONIO BASTIDA,"BASTIDA, ALBERTO ANTONIO",2010,Nuevo San Lorenzo,Asamblea,49,NO
ALFREDO PEDRO ZEA,"ZEA, ALFREDO PEDRO",2010,Grandeza Azulgrana,Asamblea,49,NO
ADRIAN DIEGO LOZANO,"LOZANO, ADRIAN DIEGO",2010,Mas San Lorenzo,Asamblea,49,NO
APECECHE MARTIN,"APECECHE, MARTIN",2010,Cruzada por San Lorenzo,Asamblea,50,NO
HERMIDA JOSE LUIS SANCHEZ,"SANCHEZ HERMIDA, JOSE LUIS",2010,Boedo en Accion,Asamblea,50,NO
CLAUDIA CRISTINA FIGUEROA,"FIGUEROA, CLAUDIA CRISTINA",2010,Nuevo San Lorenzo,Asamblea,50,NO
DE LYDIA NORMA VARRA ZEA,"VARRA DE ZEA, NORMA LYDIA",2010,Grandeza Azulgrana,Asamblea,50,NO
CARLOS CRISTIAN LONGOBARDI,"LONGOBARDI, CRISTIAN CARLOS",2010,Mas San Lorenzo,Asamblea,50,NO
ANGEL DIB VICTOR,"DIB, VICTOR ANGEL",2010,Vamos San Lorenzo,Asamblea,51,NO
ALEJANDRO HERNAN MELANA,"MELANA, ALEJANDRO HERNAN",2010,Boedo en Accion,Asamblea,51,NO
PUTRINO ROBERTO,"PUTRINO, ROBERTO",2010,Nuevo San Lorenzo,Asamblea,51,NO
ELIAS JOSE ZAIBAC,"ZAIBAC, JOSE ELIAS",2010,Grandeza Azulgrana,Asamblea,51,NO
FEDERICO MARTIN VARSI,"VARSI, FEDERICO MARTIN",2010,Mas San Lorenzo,Asamblea,51,NO
GUERRA HUGO NESTOR,"GUERRA, NESTOR HUGO",2010,Vamos San Lorenzo,Asamblea,52,NO
ALBERTO PABLO ROTGER,"ROTGER, PABLO ALBERTO",2010,Cruzada por San Lorenzo,Asamblea,52,NO
FABIAN OSCAR PASTEUR,"PASTEUR, OSCAR FABIAN",2010,Boedo en Accion,Asamblea,52,NO
JORGE LUIS PUENTE,"PUENTE, JORGE LUIS",2010,Nuevo San Lorenzo,Asamblea,52,NO
AISA JOSE MIGUEL,"AISA, MIGUEL JOSE",2010,Grandeza Azulgrana,Asamblea,52,NO
GUILLERMO VITALE,"VITALE, GUILLERMO",2010,Mas San Lorenzo,Asamblea,52,NO
ALBERTO CARLOS GONZALEZ,"GONZALEZ, CARLOS ALBERTO",2010,Vamos San Lorenzo,Asamblea,53,NO
EDGARDO JORGE MOEREMANS,"MOEREMANS, EDGARDO JORGE",2010,Cruzada por San Lorenzo,Asamblea,53,NO
ALICIA MARTA PALMIERI,"PALMIERI, ALICIA MARTA",2010,Boedo en Accion,Asamblea,53,NO
CORMENZANA FELIX JAVIER,"CORMENZANA, FELIX JAVIER",2010,Nuevo San Lorenzo,Asamblea,53,NO
CORMENZANA FELIX JAVIER,"CORMENZANA, FELIX JAVIER",2001,La Casa del Vitalicio,Comisión Directiva,Vocal 15,NO
BARNES HUGO NESTOR,"BARNES, HUGO NESTOR",2010,Grandeza Azulgrana,Asamblea,53,NO
BALASINI LEANDRO MARTIN,"BALASINI, LEANDRO MARTIN",2010,Mas San Lorenzo,Asamblea,53,NO
DANIEL MARCOS SEHINKMAN,"SEHINKMAN, MARCOS DANIEL",2010,Vamos San Lorenzo,Asamblea,54,NO
ANDRES NORBERTO SEPULVEDA,"SEPULVEDA, NORBERTO ANDRES",2010,Cruzada por San Lorenzo,Asamblea,54,NO
CARRANZA FERNANDO MARIANO,"CARRANZA, MARIANO FERNANDO",2010,Boedo en Accion,Asamblea,54,NO
EDUARDO JAVIER SALVADOR,"SALVADOR, EDUARDO JAVIER",2010,Nuevo San Lorenzo,Asamblea,54,NO
CRISTIAN DANIEL RAGONESE,"RAGONESE, CRISTIAN DANIEL",2010,Grandeza Azulgrana,Asamblea,54,NO
ALLO ANGEL MIGUEL,"ALLO, MIGUEL ANGEL",2010,Mas San Lorenzo,Asamblea,54,NO
ALEJANDRO LUIS ORDAX,"ORDAX, ALEJANDRO LUIS",2010,Boedo en Accion,Asamblea,55,NO
DAMIAN FRANCISCO MUNDO,"MUNDO, FRANCISCO DAMIAN",2010,Nuevo San Lorenzo,Asamblea,55,NO
DANIEL JORGE RAGONESE,"RAGONESE, DANIEL JORGE",2010,Grandeza Azulgrana,Asamblea,55,NO
MORENO PEDRO SIMON,"MORENO, SIMON PEDRO",2010,Mas San Lorenzo,Asamblea,55,NO
ALBERTO CLAUDO DIZEO,"DIZEO, CLAUDO ALBERTO",2010,Vamos San Lorenzo,Asamblea,56,NO
GUSTAVO JULIO LUZZANI,"LUZZANI, GUSTAVO JULIO",2010,Boedo en Accion,Asamblea,56,NO
ANTONIO AZNAR HECTOR,"AZNAR, HECTOR ANTONIO",2010,Nuevo San Lorenzo,Asamblea,56,NO
DANIEL GERARDO MASTROIANNI,"MASTROIANNI, DANIEL GERARDO",2010,Grandeza Azulgrana,Asamblea,56,NO
AZUCENA RODRIGUEZ SILVIA,"RODRIGUEZ, SILVIA AZUCENA",2010,Cruzada por San Lorenzo,Asamblea,57,NO
BERNARDO KARGMAN NESTOR,"KARGMAN, NESTOR BERNARDO",2010,Boedo en Accion,Asamblea,57,NO
HUGO RUBEN ZEOLI,"ZEOLI, RUBEN HUGO",2010,Grandeza Azulgrana,Asamblea,57,NO
ENRIQUE MILLAN RICARDO,"MILLAN, RICARDO ENRIQUE",2010,Mas San Lorenzo,Asamblea,57,NO
CORBO MIGUEL PABLO,"CORBO, PABLO MIGUEL",2010,Vamos San Lorenzo,Asamblea,58,NO
8927 BUSSO HAYDEE,"BUSSO, HAYDEE 8927",2010,Cruzada por San Lorenzo,Asamblea,58,NO
FONTANA NORBERTO OSVALDO,"FONTANA, OSVALDO NORBERTO",2010,Grandeza Azulgrana,Asamblea,58,NO
DARIO FERNANDO PAPA,"PAPA, DARIO FERNANDO",2010,Mas San Lorenzo,Asamblea,58,NO
JOSE MOLINA,"MOLINA, JOSE",2010,Vamos San Lorenzo,Asamblea,59,NO
BELLA DI GUSTAVO,"DI BELLA, GUSTAVO",2010,Boedo en Accion,Asamblea,59,NO
AMADEO NATALI NORBERTO,"NATALI, NORBERTO AMADEO",2010,Nuevo San Lorenzo,Asamblea,59,NO
AMADEO NATALI NORBERTO,"NATALI, NORBERTO AMADEO",2007,Unidos por San Lorenzo,Asamblea,,SI
CHANAMPA OSCAR RUBEN,"CHANAMPA, RUBEN OSCAR",2010,Grandeza Azulgrana,Asamblea,59,NO
MANUEL NOUCHE ROBERTO,"NOUCHE, ROBERTO MANUEL",2010,Mas San Lorenzo,Asamblea,59,NO
ALFREDO FERNANDEZ JULIO,"FERNANDEZ, JULIO ALFREDO",2010,Vamos San Lorenzo,Asamblea,60,NO
FLAVIO NESSI REYNALDO,"NESSI, FLAVIO REYNALDO",2010,Cruzada por San Lorenzo,Asamblea,60,NO
DE ESTEBAN JAVIER MONTES OCA,"MONTES DE OCA, ESTEBAN JAVIER",2010,Boedo en Accion,Asamblea,60,NO
ANTONIO HERNAN MUNDO,"MUNDO, HERNAN ANTONIO",2010,Nuevo San Lorenzo,Asamblea,60,NO
HECTOR HORACIO ZEA,"ZEA, HECTOR HORACIO",2010,Grandeza Azulgrana,Asamblea,60,NO
ANDRES EMILIO LENCE,"LENCE, ANDRES EMILIO",2010,Mas San Lorenzo,Asamblea,60,NO
ANGEL FRANZESE MIGUEL,"FRANZESE, MIGUEL ANGEL",2010,Vamos San Lorenzo,Asamblea,1,NO
ANGEL FRANZESE MIGUEL,"FRANZESE, MIGUEL ANGEL",2007,Unidos por San Lorenzo,Fiscalizadora,2,NO
ANGEL FRANZESE MIGUEL,"FRANZESE, MIGUEL ANGEL",2004,San Lorenzo para Todos,Fiscalizadora,2,SI
ANGEL FRANZESE MIGUEL,"FRANZESE, MIGUEL ANGEL",2010,Vamos San Lorenzo,Fiscalizadora,,SI
HERNAN JUNCAL RODRIGO,"JUNCAL, HERNAN RODRIGO",2010,Cruzada por San Lorenzo,Asamblea,1,NO
HERNAN JUNCAL RODRIGO,"JUNCAL, HERNAN RODRIGO",2019,Cruzada por San Lorenzo,Fiscalizadora,,NO
HERNAN JUNCAL RODRIGO,"JUNCAL, HERNAN RODRIGO",2016,Cruzada por San Lorenzo,Fiscalizadora,,NO
HERNAN JUNCAL RODRIGO,"JUNCAL, HERNAN RODRIGO",2013,Cruzada por San Lorenzo,Fiscalizadora,,SI
HERNAN JUNCAL RODRIGO,"JUNCAL, HERNAN RODRIGO",2010,Cruzada por San Lorenzo,Fiscalizadora,,NO
HECTOR RICARDO SABOR,"SABOR, HECTOR RICARDO",2010,Boedo en Accion,Asamblea,1,NO
HECTOR RICARDO SABOR,"SABOR, HECTOR RICARDO",2004,Dignidad por San Lorenzo,Fiscalizadora,3,NO
HECTOR RICARDO SABOR,"SABOR, HECTOR RICARDO",2010,Boedo en Accion,Fiscalizadora,,SI
ANGEL MIGUEL PEREZ,"PEREZ, MIGUEL ANGEL",2010,Nuevo San Lorenzo,Asamblea,1,NO
ANGEL MIGUEL PEREZ,"PEREZ, MIGUEL ANGEL",2010,Nuevo San Lorenzo,Fiscalizadora,,SI
ALBERTO BENITO LOPEZ,"LOPEZ, ALBERTO BENITO",2010,Grandeza Azulgrana,Asamblea,1,NO
ALBERTO BENITO LOPEZ,"LOPEZ, ALBERTO BENITO",2001,La Casa del Vitalicio,Comisión Directiva,Vocal 3,NO
ALBERTO BENITO LOPEZ,"LOPEZ, ALBERTO BENITO",2010,Grandeza Azulgrana,Fiscalizadora,,NO
ALBERTO BENITO LOPEZ,"LOPEZ, ALBERTO BENITO",2007,Frente San Lorenzo,Fiscalizadora,,NO
ALBERTO BAHAMON LUIS ZIROLLI,"ZIROLLI BAHAMON, LUIS ALBERTO",2010,Vamos San Lorenzo,Asamblea,2,NO
ALBERTO BAHAMON LUIS ZIROLLI,"ZIROLLI BAHAMON, LUIS ALBERTO",2010,Vamos San Lorenzo,Fiscalizadora,,SI
BUSSO DARIO NORLIS RODRIGUEZ,"RODRIGUEZ BUSSO, DARIO NORLIS",2010,Cruzada por San Lorenzo,Asamblea,2,NO
BUSSO DARIO NORLIS RODRIGUEZ,"RODRIGUEZ BUSSO, DARIO NORLIS",2010,Cruzada por San Lorenzo,Fiscalizadora,,NO
DAVERIO EVARISTO JUAN,"DAVERIO, JUAN EVARISTO",2010,Grandeza Azulgrana,Asamblea,2,NO
DAVERIO EVARISTO JUAN,"DAVERIO, JUAN EVARISTO",2023,Boedo en Accion,Fiscalizadora,,NO
DAVERIO EVARISTO JUAN,"DAVERIO, JUAN EVARISTO",2010,Grandeza Azulgrana,Fiscalizadora,,NO
ADRIANO MANUEL MIRANDA,"MIRANDA, ADRIANO MANUEL",2010,Mas San Lorenzo,Asamblea,2,NO
ADRIANO MANUEL MIRANDA,"MIRANDA, ADRIANO MANUEL",2010,Mas San Lorenzo,Fiscalizadora,,NO
FRANCISCO GEBHARDT MARIA,"GEBHARDT, FRANCISCO MARIA",2010,Cruzada por San Lorenzo,Asamblea,3,NO
FRANCISCO GEBHARDT MARIA,"GEBHARDT, FRANCISCO MARIA",2019,Cruzada por San Lorenzo,Fiscalizadora,,NO
FRANCISCO GEBHARDT MARIA,"GEBHARDT, FRANCISCO MARIA",2016,Cruzada por San Lorenzo,Fiscalizadora,,NO
FRANCISCO GEBHARDT MARIA,"GEBHARDT, FRANCISCO MARIA",2013,Cruzada por San Lorenzo,Fiscalizadora,,NO
FRANCISCO GEBHARDT MARIA,"GEBHARDT, FRANCISCO MARIA",2010,Cruzada por San Lorenzo,Fiscalizadora,,NO
FELIPPE LEANDRO RAUL,"FELIPPE, LEANDRO RAUL",2010,Boedo en Accion,Asamblea,3,NO
FELIPPE LEANDRO RAUL,"FELIPPE, LEANDRO RAUL",2010,Boedo en Accion,Fiscalizadora,,NO
ANGEL MIGUEL TREGOB,"TREGOB, MIGUEL ANGEL",2010,Grandeza Azulgrana,Asamblea,3,NO
ANGEL MIGUEL TREGOB,"TREGOB, MIGUEL ANGEL",2010,Grandeza Azulgrana,Fiscalizadora,,NO
EDUARDO LUIS PESSOLANO,"PESSOLANO, LUIS EDUARDO",2010,Mas San Lorenzo,Asamblea,3,NO
EDUARDO LUIS PESSOLANO,"PESSOLANO, LUIS EDUARDO",2010,Mas San Lorenzo,Fiscalizadora,,NO
CARLOS LORENZO ROBERTO,"LORENZO, ROBERTO CARLOS",2010,Vamos San Lorenzo,Asamblea,4,NO
CARLOS LORENZO ROBERTO,"LORENZO, ROBERTO CARLOS",2010,Vamos San Lorenzo,Fiscalizadora,,NO
DI JOSE LUCIANO VICTOR,"DI LUCIANO, VICTOR JOSE",2010,Cruzada por San Lorenzo,Asamblea,4,NO
GONZALEZ LUIS POO REINALDO,"GONZALEZ POO, REINALDO LUIS",2010,Boedo en Accion,Asamblea,4,NO
GONZALEZ LUIS POO REINALDO,"GONZALEZ POO, REINALDO LUIS",2010,Boedo en Accion,Fiscalizadora,,NO
MARCELO REINALDO SOLUCIO,"SOLUCIO, REINALDO MARCELO",2010,Nuevo San Lorenzo,Asamblea,4,NO
MARCELO REINALDO SOLUCIO,"SOLUCIO, REINALDO MARCELO",2010,Nuevo San Lorenzo,Fiscalizadora,,NO
CARLOS EDUARDO MANGIAROTTI,"MANGIAROTTI, CARLOS EDUARDO",2010,Grandeza Azulgrana,Asamblea,4,NO
CARLOS EDUARDO MANGIAROTTI,"MANGIAROTTI, CARLOS EDUARDO",2010,Grandeza Azulgrana,Fiscalizadora,,NO
DANIEL LARRAONA VICENTE,"LARRAONA, DANIEL VICENTE",2010,Mas San Lorenzo,Asamblea,4,NO
DANIEL LARRAONA VICENTE,"LARRAONA, DANIEL VICENTE",2010,Mas San Lorenzo,Fiscalizadora,,NO
DONATI JOSE MARIA,"DONATI, JOSE MARIA",2010,Vamos San Lorenzo,Asamblea,5,NO
DONATI JOSE MARIA,"DONATI, JOSE MARIA",2010,Vamos San Lorenzo,Fiscalizadora,,NO
ALBAMONTE ANGEL PABLO,"ALBAMONTE, PABLO ANGEL",2010,Cruzada por San Lorenzo,Asamblea,5,NO
ALBAMONTE ANGEL PABLO,"ALBAMONTE, PABLO ANGEL",2010,Cruzada por San Lorenzo,Fiscalizadora,,NO
ALBERTO CARLOS FONTANA,"FONTANA, CARLOS ALBERTO",2010,Boedo en Accion,Asamblea,5,NO
ALBERTO CARLOS FONTANA,"FONTANA, CARLOS ALBERTO",2010,Boedo en Accion,Fiscalizadora,,NO
ALBERTO DI GREGORIO JORGE,"DI GREGORIO, JORGE ALBERTO",2010,Nuevo San Lorenzo,Asamblea,5,NO
